Crack radius (m),Closure stress (Pa)
0.0012025,331498069.0631939
0.0012075000000000002,332260925.3953428
0.0012125,333023781.7274916
0.0012175000000000003,333786638.0596405
0.0012225,334549494.3917894
0.0012275000000000003,335312350.7239383
0.0012325,336075207.05608714
0.0012375,336838063.388236
0.0012425000000000001,337600919.7203849
0.0012475,338363776.05253375
0.0012525000000000001,339126632.38468266
0.0012575,339889488.71683145
0.0012625000000000002,340652345.04898036
0.0012675,341415201.3811292
0.0012725000000000002,342178057.7132781
0.0012775,342940914.04542696
0.0012825000000000002,343703770.3775759
0.0012875,344466626.7097247
0.0012925000000000002,345229483.0418736
0.0012975,345992339.3740224
0.0013025000000000003,346755195.70617133
0.0013075,347518052.0383202
0.0013125000000000003,348280908.3704691
0.0013175,349043764.70261794
0.0013225,349806621.0347668
0.0013275000000000001,350569477.3669157
0.0013325,351332333.6990645
0.0013375000000000001,352095190.0312134
0.0013425,352858046.36336225
0.0013475000000000002,353620902.69551116
0.0013525,354383759.02766
0.0013575000000000002,355146615.3598089
0.0013625,355909471.6919578
0.0013675000000000002,356672328.0241066
0.0013725,357435184.35625553
0.0013775000000000003,358198040.68840444
0.0013825,358960897.02055323
0.0013875000000000003,359723753.35270214
0.0013925,360486609.684851
0.0013975000000000003,361481716.4456015
0.0014025,362476823.20635194
0.0014075000000000001,363471929.96710235
0.0014125000000000001,364467036.7278528
0.0014175,365462143.48860323
0.0014225000000000002,366457250.24935377
0.0014275,367452357.0101042
0.0014325000000000002,368447463.7708547
0.0014375,369442570.5316051
0.0014425000000000002,370437677.2923556
0.0014475,371432784.053106
0.0014525000000000002,372427890.81385654
0.0014575,373422997.57460696
0.0014625000000000003,374418104.3353574
0.0014675,375413211.0961079
0.0014725000000000003,376408317.8568584
0.0014775,377403424.6176088
0.0014825000000000003,378398531.3783593
0.0014875,379393638.13910973
0.0014925000000000001,380388744.8998602
0.0014975000000000001,381383851.6606107
0.0015025,382378958.4213611
0.0015075000000000002,383374065.18211156
0.0015125,384369171.942862
0.0015175000000000002,385364278.7036125
0.0015225,386359385.4643629
0.0015275000000000002,387354492.2251134
0.0015325,388349598.9858638
0.0015375000000000002,389344705.74661434
0.0015425,390339812.50736475
0.0015475000000000003,391334919.2681153
0.0015525,392330026.0288657
0.0015575000000000003,393325132.78961617
0.0015625,394320239.5503666
0.0015675000000000003,395315346.3111171
0.0015725000000000001,396310453.0718675
0.0015775000000000001,397305559.832618
0.0015825000000000001,398300666.5933685
0.0015875,399295773.3541189
0.0015925000000000002,400290880.11486936
0.0015975,401285986.87561977
0.0016025000000000002,402281093.6363703
0.0016075,403276200.3971207
0.0016125000000000002,404271307.15787125
0.0016175,405266413.91862166
0.0016225000000000002,406261520.67937213
0.0016275,407256627.44012254
0.0016325000000000003,408251734.2008731
0.0016375,409246840.9616235
0.0016425000000000003,410241947.722374
0.0016475,411237054.48312443
0.0016525000000000003,412232161.2438749
0.0016575000000000001,413227268.0046253
0.0016625000000000001,414222374.7653758
0.0016675000000000001,415217481.52612627
0.0016725,416212588.2868767
0.0016775000000000002,417207695.0476272
0.0016825,418202801.8083776
0.0016875000000000002,419197908.5691281
0.0016925,420193015.3298785
0.0016975000000000002,421188122.09062904
0.0017025,422183228.85137945
0.0017075000000000003,423178335.6121299
0.0017125,424173442.37288034
0.0017175000000000003,425168549.1336309
0.0017225,426163655.8943813
0.0017275000000000003,427158762.6551318
0.0017325,428153869.41588223
0.0017375000000000003,429148976.1766327
0.0017425000000000001,430144082.9373832
0.0017475000000000001,431139189.6981336
0.0017525000000000002,432134296.45888406
0.0017575,433129403.2196345
0.0017625000000000002,434124509.980385
0.0017675,435119616.7411354
0.0017725000000000002,436114723.5018859
0.0017775,437109830.2626363
0.0017825000000000002,438668799.44886625
0.0017875,440227768.6350961
0.0017925000000000003,441786737.8213261
0.0017975,443345707.0075559
0.0018025000000000003,444904676.19378585
0.0018075,446463645.3800157
0.0018125000000000003,448022614.5662456
0.0018175,449581583.75247544
0.0018225000000000003,451140552.9387054
0.0018275000000000001,452699522.1249352
0.0018325000000000001,454258491.3111651
0.0018375000000000002,455817460.49739504
0.0018425,457376429.68362486
0.0018475000000000002,458935398.8698548
0.0018525,460494368.05608463
0.0018575000000000002,462053337.2423146
0.0018625,463612306.4285444
0.0018675000000000002,465171275.61477435
0.0018725,466730244.8010042
0.0018775000000000003,468289213.9872342
0.0018825,469848183.173464
0.0018875000000000003,471407152.35969394
0.0018925,472966121.54592377
0.0018975000000000003,474525090.7321537
0.0019025000000000001,476084059.91838354
0.0019075000000000003,477643029.1046135
0.0019125000000000001,479201998.2908433
0.0019175000000000004,480760967.4770733
0.0019225000000000002,482319936.66330314
0.0019275,483878905.84953296
0.0019325000000000002,485437875.0357629
0.0019375,486996844.22199273
0.0019425000000000002,488555813.4082227
0.0019475,490114782.5944525
0.0019525000000000002,491673751.78068244
0.0019575,493232720.96691227
0.0019625000000000003,494791690.1531423
0.0019675,496350659.3393721
0.0019725000000000003,497909628.52560204
0.0019775,499468597.71183187
0.0019825,501027566.8980617
0.0019875,502586536.08429164
0.0019925000000000003,504145505.27052164
0.0019975,505704474.45675147
0.0020025,507263443.6429813
0.0020075,508822412.82921124
0.0020125000000000004,510381382.0154412
0.0020175,511940351.201671
0.0020225,513499320.3879008
0.0020275000000000002,515058289.5741308
0.0020325000000000005,516617258.7603607
0.0020375000000000002,518176227.94659054
0.0020425,519735197.13282037
0.0020475000000000003,521294166.3190504
0.0020525,522853135.5052802
0.0020575000000000003,524412104.69151014
0.0020625,508611846.76578635
0.0020675,492811588.84006256
0.0020725,477011330.9143374
0.0020775000000000004,461211072.9886122
0.0020825,445410815.0628884
0.0020875,429610557.1371646
0.0020925,413810299.21143943
